,Actor Names,Actor Counts
9491,Ariana Richards,2
9492,Emilia Crow,1
9493,Jim Haynie,3
9494,Gil Rood,1
9495,Rosalind Allen,1
9496,Ami Dolenz,1
9497,Virginya Keehne,1
9498,Geraldine James,3
9499,Shannon Tweed,1
9500,Julius Harris,1
9501,Adam Storke,1
9502,Chad Lowe,1
9503,Sandy Dennis,4
9504,Bryan Madorsky,1
9505,Christopher Rydell,1
9506,Lee Reyes,1
9507,Anne Dupont,1
9508,James Booth,2
9509,Dwayne Alexandre,1
9510,Lincoln Kilpatrick,1
9511,Sylvia Farrel,1
9512,Tina Kincaid,1
9513,Andréa Ferréol,2
9514,Brian Deacon,3
9515,Eric Deacon,1
9516,Frances Barber,4
9517,Gail Neely,1
9518,Robert Harden,1
9519,Barry Brenner,1
9520,Dawn Wildsmith,1
9521,LeeAnne Locken,1
9522,Cecilia Peck,1
9523,Peter Paul,1
9524,David Paul,1
9525,Eva LaRue,2
9526,Talia Paul,1
9527,Àngel Jové,1
9528,Michael Elphick,2
9529,Esmond Knight,1
9530,Jerold Wells,1
9531,Rick Giovinazzo,1
9532,Veronica Stork,1
9533,Mitch Maglio,1
9534,Asaph Livni,1
9535,Brad Davis,3
9536,Franco Nero,5
9537,Laurent Malet,1
9538,Vittorio Gassman,1
9539,Nevan Rowe,1
9540,Ian Mune,1
9541,Cameron Mitchell,3
9542,Pamelyn Ferdin,1
9543,Wesley Eure,2
9544,Nicolas Beauvy,1
9545,Michael Ansara,2
9546,Susan Strasberg,3
9547,Stella Stevens,2
9548,Sidney James,2
9549,Charles Hawtrey,1
9550,Robert Ryan,4
9551,Charles Tyner,1
9552,Stephanie Beacham,2
9553,Cybill Shepherd,4
9554,Anthony Franciosa,2
9555,Loretta Swit,3
9556,Lara Parker,1
9557,Ann Prentiss,1
9558,Gwen Welles,2
9559,Diana Muldaur,1
9560,Glenda Jackson,4
9561,K Callan,1
9562,Kirk Calloway,1
9563,Shashi Kapoor,2
9564,Simi Garewal,1
9565,Romesh Sharma,1
9566,Pinchoo Kapoor,1
9567,Sydne Rome,1
9568,Hugh Griffith,3
9569,Romolo Valli,1
9570,Katrin Schaake,1
9571,Aino Taube,1
9572,Gunnar Björnstrand,1
9573,Joan McCall,1
9574,Honor Blackman,1
9575,Oskar Werner,1
9576,Val Avery,2
9577,Joan Blondell,1
9578,Masaaki Daimon,2
9579,Kazuya Aoyama,1
9580,Reiko Tajima,1
9581,Akihiko Hirata,1
9582,Bulle Ogier,2
9583,Jean-Pierre Kalfon,1
9584,Michael Gothard,1
9585,Valérie Lagrange,1
9586,Angel Ramirez Jr.,1
9587,Jimmy Hughes,1
9588,Amy Stryker,1
9589,Antonio Inoki,1
9590,Ron O'Neal,1
9591,Susan Kiger,1
9592,Lisa London,1
9593,Pamela Jean Bryant,1
9594,Kimberly Cameron,1
9595,Whitman Mayo,1
9596,Mac Davis,2
9597,Dayle Haddon,1
9598,Richard Dysart,5
9599,Sharon Gless,2
9600,Anne Pitoniak,1
9601,Kurt Thomas,1
9602,Tetchie Agbayani,1
9603,Edward Michael Bell,1
9604,Mitchell Gaylord,1
9605,Tiny Wells,1
9606,Janet Jones,1
9607,Michael Pataki,2
9608,Jerome Benton,2
9609,Stephen Nichols,1
9610,Michael E. Knight,1
9611,Emmanuelle Béart,2
9612,David Dukes,4
9613,Todd Field,1
9614,Mark Humphrey,1
9615,Stuart Margolin,2
9616,Alan Scarfe,1
9617,Emily Lloyd,3
9618,David Johansen,2
9619,Jonathan Winters,1
9620,Draco Rosa,1
9621,Rodney Harvey,1
9622,Magali Alvarado,1
9623,Miranda Garrison,2
9624,Doreen Lang,1
9625,Jeff James,1
9626,Barbra Brighton,1
9627,Ingrid Chavez,1
9628,Todd Graff,2
9629,Julia Campbell,2
9630,Patrick O'Neal,2
9631,Douglas Barr,1
9632,J.J. Anderson,1
9633,Kim Delaney,1
9634,Jennifer Grey,2
9635,Chris Mulkey,1
9636,Ted Marcoux,2
9637,Wil Horneff,1
9638,Roy Kinnear,1
9639,Sally Ann Marsh,1
9640,Charmaine Craig,1
9641,Al Harrington,1
9642,U Aung Ko,1
9643,Doug Stone,1
9644,Kristy Young,1
9645,James Donadio,1
9646,Deborah Hobart,1
9647,Seth Mumy,1
9648,E-40,1
9649,Spencer Klein,1
9650,Francesca Marie Smith,1
9651,Jamil Walker Smith,1
9652,Danny Nucci,1
9653,Eamon Glancy,1
9654,Ian McElhinney,1
9655,Patricia Leventon,1
9656,Janine Eser,1
9657,Nikolai Binev,1
9658,Rachel Skarsten,1
9659,Charles Edwin Powell,1
9660,Gotaro Tsunashima,1
9661,Matthew Dyktynski,1
9662,Lynette Curran,1
9663,Jill Hennessy,1
9664,Cristián de la Fuente,1
9665,Arly Jover,1
9666,John Standing,2
9667,Matthew Delamere,1
9668,Annie Shizuka Inoh,1
9669,Dudley Sutton,1
9670,Alex Lewis,1
9671,Cullen Douglas,2
9672,Kabir Bedi,3
9673,Sanjeev Bhaskar,1
9674,Anna Brewster,1
9675,Cory McAbee,1
9676,Gregory Russell Cook,2
9677,Donal Lardner Ward,1
9678,Tony Guma,1
9679,Patrick Breen,1
9680,John B. Crye,1
9681,Ryan Marsini,1
9682,Warrick Grier,1
9683,Patrick Shai,2
9684,Joseph Makkar,1
9685,Guy Siner,1
9686,Sara Downing,1
9687,Alex Karzis,1
9688,Kata Dobó,1
9689,Corey Sevier,2
9690,Marie-Josée Croze,2
9691,Hannah Higgins,1
9692,Joshua Jenkins,1
9693,Shaun Phillips,1
9694,Chad Donella,1
9695,Erinn Bartlett,1
9696,Steve Monroe,2
9697,Michael Laskin,1
9698,Hermínio Ramos,1
9699,Dawn McInturff,1
9700,Fabrizio Bentivoglio,1
9701,Brian Bovell,1
9702,Roger Daltrey,3
9703,Kathryn Anderson,1
9704,Babs Chula,1
9705,Dixon Cohee,1
9706,Casey Dubois,1
9707,Joanna Canton,1
9708,Richard Trapp,1
9709,Dax Miller,1
9710,Renée Graham,1
9711,Dara Perlmutter,1
9712,Kayla Perlmutter,1
9713,Lucy Bell,1
9714,Geraldine Turner,1
9715,Jordan Christopher Michael,1
9716,Martha Quinn,1
9717,Michael Naegel,1
9718,Ron Fazio,2
9719,John Altamura,2
9720,Phoebe Legere,2
9721,Rick Collins,2
9722,Alwyn Kurts,1
9723,Masako Nozawa,2
9724,Mayumi Tanaka,2
9725,Tôru Furuya,1
9726,Hirotaka Suzuoki,1
9727,Roko Belic,1
9728,Susan Behshid,1
9729,Jenee Gill,1
9730,James Roach,1
9731,Alice Levitt,1
9732,Megan Owen,1
9733,Jennifer MacDonald,1
9734,Lisa Eilbacher,3
9735,Arte Johnson,1
9736,Dick Miller,1
9737,Edith Meeks,1
9738,Millie White,1
9739,Buck Smith,1
9740,Anne Giotta,1
9741,Wings Hauser,3
9742,Robert Arevalo,1
9743,Mark Neely,1
9744,Bob Peck,1
9745,Kitty Aldridge,1
9746,Marjean Holden,1
9747,John Christian Graas,1
9748,Joanne Pearce,1
9749,Paul Bown,1
9750,Simon Scuddamore,1
9751,Carmine Iannaccone,1
9752,Donna Yeager,1
9753,David Brandon,1
9754,Barbara Cupisti,1
9755,Domenico Fiore,1
9756,Robert Gligorov,1
9757,Robert Dryer,1
9758,Johnny Venocur,1
9759,Charlotte Burke,1
9760,Jane Bertish,1
9761,Samantha Cahill,1
9762,Craigus R. Johnson,1
9763,Helen Martin,1
9764,Starletta DuPois,2
9765,David Byrne,1
9766,Jo Harvey Allen,1
9767,Lori Lethin,1
9768,Brendan Hughes,1
9769,Scott Jacoby,2
9770,Dick Rude,1
9771,Sy Richardson,1
9772,Joe Strummer,1
9773,Jordan Bennett,1
9774,David Chung,1
9775,Tim Streeter,1
9776,Doug Cooeyate,1
9777,Ray Monge,1
9778,Nyla McCarthy,1
9779,Virginia McKenna,1
9780,Ronald Fraser,1
9781,Simon West,1
9782,Sophie Neville,1
9783,Robert Behling,2
9784,Jane Lyle,1
9785,Jessica Dublin,1
9786,Gerard Gonalons,1
9787,Leroy 'Horsemouth' Wallace,1
9788,Richard 'Dirty Harry' Hall,1
9789,Monica Craig,1
9790,Marjorie Norman,1
9791,Joanna Miles,4
9792,Richard Gilliland,1
9793,Jamie Smith-Jackson,1
9794,Tania Busselier,1
9795,Lina Romay,1
9796,Eric Falk,1
9797,Lewis Fiander,1
9798,Prunella Ransome,1
9799,Antonio Iranzo,1
9800,Miguel Narros,1
9801,Ian Hogg,1
9802,Ida Lupino,2
9803,Kim Novak,1
9804,Flip Wilson,1
9805,Seamus O'Brien,1
9806,Viju Krem,1
9807,Dan Fauci,1
9808,Anjanette Comer,1
9809,Ruth Roman,2
9810,Susanne Zenor,1
9811,Meiko Kaji,1
9812,Toshio Kurosawa,1
9813,Miyoko Akaza,1
9814,Diana Rigg,6
9815,Harry Andrews,6
9816,Michael Coles,1
9817,William Franklyn,1
9818,Laurie Heineman,1
9819,Ian Wolfe,1
9820,Derek Nimmo,1
9821,Hugh Burden,1
9822,Bernard Bresslaw,2
9823,René Enríquez,1
9824,Herbert Berghof,1
9825,Michael McCleery,1
9826,Susan Sennett,2
9827,Morris Carnovsky,1
9828,Ken Shapiro,1
9829,Richard Belzer,2
9830,Buzzy Linhart,1
9831,Alberto Dentice,1
9832,Jess Hahn,1
9833,Horst Frank,1
9834,Michèle Mercier,1
9835,Raimund Harmstorf,1
9836,George Eastman,1
9837,Calvin Lockhart,2
9838,Lee Meredith,1
9839,Lenny Baker,1
9840,Shelley Winters,3
9841,Jonathan Kahn,1
9842,Margo Cunningham,1
9843,William Berger,1
9844,Orso Maria Guerrini,1
9845,Ed McMahon,1
9846,Dick Gautier,1
9847,Suzanne Pleshette,3
9848,David Birney,2
9849,Louanne,1
9850,Anni-Frid Lyngstad,1
9851,Benny Andersson,1
9852,Björn Ulvaeus,1
9853,Agnetha Fältskog,1
9854,Jonathan Goldsmith,1
9855,Karen Valentine,2
9856,Jack Elam,1
9857,Céline Lomez,1
9858,John Huston,9
9859,Dan Shor,1
9860,Wolfgang Reichmann,1
9861,Willy Semmelrogge,2
9862,Arthur Q. Bryan,1
9863,Paul Julian,1
9864,Nicolai Shutorev,1
9865,Fred McCarren,1
9866,Linda Purl,1
9867,G.D. Spradlin,2
9868,Barbara Babcock,2
9869,Jim Nabors,1
9870,Parker Stevenson,2
9871,Troy Donahue,1
9872,Rick Springfield,1
9873,Janet Eilber,2
9874,Patti Hansen,1
9875,Albert Salmi,2
9876,Judith Ivey,2
9877,Steve Lawrence,1
9878,Andre Gregory,2
9879,Julian Fellowes,4
9880,Randy Moore,1
9881,Michael Carmine,1
9882,Patrick Reynolds,1
9883,Conan Lee,1
9884,Maria Cardinale,1
9885,Mel Harris,1
9886,Gwen Verdon,1
9887,Ralph Bellamy,4
9888,Brynn Thayer,1
9889,Jack O'Halloran,1
9890,Janet Carroll,1
9891,Jeff Kober,2
9892,Alison La Placa,1
9893,Stian Smestad,1
9894,Louisa Milwood-Haigh,1
9895,Trond Peter Stamsø Munch,1
9896,Jacob Tierney,1
9897,Martha Plimpton,3
9898,Darci Kistler,1
9899,Damian Woetzel,1
9900,Kyra Nichols,1
9901,Wendy Whelan,1
9902,Andrea Martin,2
9903,Jaime Gomez,1
9904,Paul Collins,1
9905,Laura Weekes,1
9906,Damon Saleem,1
9907,Jerry Springer,1
9908,Susan Barnes,1
9909,Jonathan Abrahams,1
9910,Zorie Barber,1
9911,Florinda Bolkan,2
9912,Barbara Bouchet,1
9913,Chris Owen,2
9914,Drea de Matteo,2
9915,Shelly Cole,1
9916,Casey Fallo,1
9917,Emily Hamilton,1
9918,Alex Menglet,1
9919,Kevin Howarth,1
9920,Mark Stevenson,1
9921,Antonia Beamish,1
9922,Christabel Muir,1
9923,Joe Absolom,1
9924,Melanie Gutteridge,1
9925,Geneviève Lemon,1
9926,Karen Colston,1
9927,Tom Lycos,1
9928,Jon Darling,1
9929,Will Mahoney,1
9930,Pat Mulligan,1
9931,Nick Dimitri,1
9932,Nancy Morgan,2
9933,Ron Carey,1
9934,Emer McCourt,1
9935,Jim R. Coleman,1
9936,George Moss,1
9937,Morgan Brittany,1
9938,Nancy Ferrara,1
9939,Cynthia Rothrock,1
9940,Don Niam,1
9941,John Miller,1
9942,Donna Jason,1
9943,John Boylan,1
9944,Greg Sevigny,1
9945,Susan Boyd,1
9946,Ronnie Schell,1
9947,Ned Luke,1
9948,Vasek Simek,1
9949,Thomas R. Voth,1
9950,Will Bledsoe,1
9951,Joe Turkel,1
9952,Camilla More,1
9953,Bob Nelson,1
9954,Mel Smith,1
9955,Dick Durock,1
9956,Penn Jillette,1
9957,Teller,1
9958,Robert Joamie,1
9959,Annie Galipeau,2
9960,Anthony Chau-Sang Wong,3
9961,Danny Lee,1
9962,Emily Kwan,1
9963,Siu-Ming Lau,1
9964,Rocky Giordani,1
9965,Michele B. Chan,1
9966,Rusty Cundieff,2
9967,Dan Futterman,2
9968,Patricia Kalember,1
9969,Patrick O'Bryan,1
9970,Stan Ivar,1
9971,Wendy Schaal,2
9972,Lyman Ward,1
9973,Robert Jaffe,1
9974,Lorie Griffin,1
9975,Robert Levine,1
9976,Edna Doré,1
9977,Ignacio López Tarso,1
9978,Richard Beale,1
9979,Jackson Kyle,1
9980,Cyrielle Clair,2
9981,Theresa Saldana,2
9982,Trinidad Silva,1
9983,Barbara Barrie,3
9984,Bill Morey,1
9985,James Ryan,1
9986,Arthur Roberts,2
9987,Lenny Juliano,1
9988,Ace Mask,1
9989,Mary Crosby,2
9990,Damon Martin,1
9991,Phil Fondacaro,3
9992,J. Downing,1
9993,Keith Anthony,1
9994,Kaiming Chen,1
9995,Wing Cho,1
9996,Ed Berke,1
9997,Carol Robbins,1
9998,André Maranne,1
9999,Diahann Carroll,3
10000,Tamu Blackwell,1
10001,Vittorio De Sica,1
10002,Maxime McKendry,1
10003,Cheryl Smith,2
10004,Yana Nirvana,1
10005,Marilyn Corwin,1
10006,Jennifer Stace,1
10007,Lino Ventura,2
10008,Margarita Amuchástegui,1
10009,Tina Austin,1
10010,Ana Carro,1
10011,Brian Cary,1
10012,Rudy Ray Moore,1
10013,Jerry Jones,1
10014,Lady Reed,1
10015,Dan McCann,1
10016,Jeff Roth,1
10017,Ralph Richmond,1
10018,Lloyd Haynes,2
10019,Liz Renay,1
10020,Susan Lowe,1
10021,Edith Massey,1
10022,Cesar Romero,1
10023,Stephen Young,1
10024,Andrés García,1
10025,Hugo Stiglitz,1
10026,Gloria Guida,2
10027,John Dehner,1
10028,Jon Cypher,2
10029,Hari Rhodes,1
10030,Vonetta McGee,2
10031,Herbert Jefferson Jr.,1
10032,Trevor Howard,7
10033,Vivien Merchant,1
10034,Walter Chiari,1
10035,Lone Fleming,1
10036,César Burner,1
10037,María Elena Arpón,1
10038,José Thelman,1
10039,Angela Winkler,1
10040,Mario Adorf,1
10041,David Hartman,2
10042,Donald Sinden,2
10043,Kevin Miles,1
10044,Rick Scully,1
10045,Juliet Berto,2
10046,Dominique Labourier,1
10047,Tom Laughlin,2
10048,Delores Taylor,2
10049,Victor Izay,1
10050,Teresa Kelly,2
10051,Barbara Windsor,1
10052,Brenda Sykes,1
10053,Joan Hackett,1
10054,Fabio Testi,4
10055,Karin Baal,1
10056,Joachim Fuchsberger,1
10057,Pierre Richard,1
10058,Bernard Blier,2
10059,Jean Rochefort,1
10060,Mireille Darc,1
10061,Susan Damante,1
10062,Hollye Holmes,1
10063,Ham Larsen,1
10064,Marilyn Hassett,1
10065,Belinda Montgomery,1
10066,Nan Martin,1
10067,Shirley Stoler,1
10068,Elena Fiore,1
10069,Douglas Fowley,1
10070,Stan Haze,1
10071,Francine Bergé,1
10072,Robert Preston,4
10073,Morgan Woodward,1
10074,Tiffany Bolling,2
10075,Woody Strode,3
10076,Lieux Dressler,1
10077,Elizabeth Taylor,4
10078,Jill Townsend,1
10079,Stephanie Zimbalist,1
10080,Duilio Del Prete,2
10081,Mario Pisu,1
10082,Daniele Vargas,1
10083,Patrick Dewaere,2
10084,Michel Serrault,2
10085,Hildegard Knef,1
10086,Patti LaBelle,1
10087,Beverly Johnson,1
10088,Gilda Radner,2
10089,Vince Edwards,1
10090,Joe Lambie,1
10091,Anthony James,2
10092,Clare Torao,1
10093,Corinne Cléry,1
10094,Carole André,1
10095,Pamela Stephenson,1
10096,Kevin Conway,6
10097,Yorgo Voyagis,1
10098,Jonna Lee,1
10099,Gordon Jump,1
10100,Walter Olkewicz,1
10101,John Mengatti,1
10102,Roxanne Hart,4
10103,Sting,2
10104,Ray Bolger,1
10105,Robert Urich,2
10106,Robert Culp,2
10107,Hadley Kay,1
10108,Chris Wiggins,2
10109,Daniel Jordano,1
10110,Matthew Penn,1
10111,Leon W. Grant,2
10112,Mary B. Ward,1
10113,John Stanton,1
10114,Tim Guinee,3
10115,Stephen Elliott,3
10116,Ellen Barber,1
10117,Jude Ciccolella,1
10118,George Loros,1
10119,Tom Villard,1
10120,Derek Rydall,1
10121,Cindy Williams,2
10122,David French,1
10123,Brian McNamara,1
10124,Rachel McLish,1
10125,Horst Buchholz,1
10126,Anne Jackson,1
10127,Bryan Travis Smith,1
10128,Max Brooks,1
10129,Brad Stoll,1
10130,Sabrina Lloyd,1
10131,John G. Brennan,1
10132,Kamal Ahmed,1
10133,Michele Lamar Richards,1
10134,Carmine Caridi,1
10135,Thokozani Nkosi,1
10136,Wilson Dunster,2
10137,Shaun Fleming,1
10138,Michel Constantin,1
10139,Toshio Furukawa,1
10140,Hiromi Tsuru,1
10141,Gabrielle Rose,1
10142,Bojesse Christopher,1
10143,James Pax,1
10144,Nick Brimble,1
10145,Monika M.,1
10146,Mark Reeder,1
10147,Simone Spörl,1
10148,Beatrice Manowski,1
10149,Brian Robbins,1
10150,Bill Calvert,1
10151,Tricia Leigh Fisher,1
10152,Chris Cooke,1
10153,Bruce Jones,1
10154,Gemma Phoenix,1
10155,Ricky Tomlinson,1
10156,Barbara Jefford,2
10157,Saundra McClain,1
10158,Margaret Welsh,1
10159,Walter Koenig,2
10160,Leigh Lombardi,1
10161,Robert Kurcz,1
10162,Eric Christmas,2
10163,Harper Roisman,1
10164,Robert Z'Dar,1
10165,Caitlin Dulany,1
10166,Gretchen Becker,1
10167,Pete Ferry,1
10168,Bogdan Pecic,1
10169,Michael Grossi,1
10170,Jolie Jackunas,1
10171,Terence Rigby,3
10172,Hugh O'Conor,1
10173,Cora Venus Lunny,1
10174,Eric Freeman,1
10175,James Newman,1
10176,Elizabeth Kaitan,1
10177,Jean Miller,1
10178,Charles B. Pierce,1
10179,Cindy Butler,1
10180,Chuck Pierce Jr.,1
10181,Alan Boyce,1
10182,Michael Elgart,1
10183,Crystal Bernard,1
10184,Jennifer Rhodes,1
10185,Kimberly McArthur,1
10186,Patrick Lowe,1
10187,Dick Butkus,1
10188,Randi Brooks,1
10189,Chuck McCann,2
10190,Thomas Quinn,1
10191,Cynthia Preston,1
10192,Bronwen Mantel,1
10193,Shannon Presby,1
10194,Dora Bryan,1
10195,Loene Carmen,1
10196,Graeme Blundell,2
10197,Ricky Addison Reed,1
10198,Samuel Fuller,2
10199,Madeleine Potter,2
10200,Michael Emil,1
10201,Jack Scalia,1
10202,Neil Dickson,1
10203,Fiona Hutchison,1
10204,Patrick Kavanagh,1
10205,Faith Kent,1
10206,Richard Ganoung,1
10207,John Bolger,1
10208,Adam Nathan,1
10209,Lilli Palmer,2
10210,Fred Buch,1
10211,Millie Perkins,1
10212,Vanessa Brown,1
10213,Peggy Feury,1
10214,Kim Milford,1
10215,Gianni Russo,1
10216,Ron Masak,1
10217,Roger Watkins,1
10218,Ken Fisher,1
10219,Bill Schlageter,1
10220,Kathy Curtin,1
10221,Mathieu Carrière,1
10222,Debra Berger,1
10223,Christine Boisson,1
10224,Myriam Boyer,2
10225,Robin Mattson,1
10226,Robert Viharo,1
10227,Barbara Eden,1
10228,Nanette Fabray,1
10229,Louis Nye,1
10230,Richard Johnson,5
10231,Nino Segurini,1
10232,David Chiang,1
10233,Julie Ege,1
10234,Han Chen Wang,1
10235,Nell Campbell,1
10236,Toyah Willcox,1
10237,Jordan,1
10238,Volker Spengler,2
10239,Yvette Mimieux,1
10240,Lisa Copeland,1
10241,Cliff Emmich,1
10242,Robert Helpmann,1
10243,Bruce Barry,1
10244,Elke Sommer,4
10245,Martin Shaw,1
10246,Nicola Pagett,1
10247,Geoffrey Land,1
10248,Jill Jacobson,1
10249,Katherine Pass,1
10250,Barry White,1
10251,Charles Gordone,1
10252,Philip Michael Thomas,2
10253,George Murdock,2
10254,Terry O'Connor,1
10255,Don Gentry,1
10256,Robert Powell,3
10257,Eric Porter,3
10258,Karen Dotrice,1
10259,Margaret Markov,2
10260,Lynn Borden,1
10261,Peter Ahlm,1
10262,Lars Amble,1
10263,Glynis Johns,1
10264,Michael Craig,1
10265,Carmen Duncan,1
10266,Stephanie Fondue,1
10267,Denise Dillaway,1
10268,Jovita Bush,1
10269,Brandy Woods,1
10270,Alan Ormsby,1
10271,Valerie Mamches,1
10272,Jeff Gillen,1
10273,Anya Ormsby,1
10274,Lorna Heilbron,2
10275,George Benson,1
10276,Nell Potts,1
10277,Roberta Wallach,1
10278,Judith Lowry,1
10279,Jacques Tati,1
10280,Marcel Fraval,1
10281,Honoré Bostel,1
10282,François Maisongrosse,1
10283,Ron Ely,1
10284,William Lucking,1
10285,Michael Miller,1
10286,Peter Chatel,1
10287,Rainer Werner Fassbinder,1
10288,Karlheinz Böhm,1
10289,Adrian Hoven,1
10290,David Janssen,1
10291,Gene Saks,1
10292,Elizabeth Wilson,1
10293,Cornelia Sharpe,1
10294,Conny Van Dyke,1
10295,Silvana Mangano,1
10296,Claudia Marsani,1
10297,Estelle Parsons,2
10298,Molly Picon,1
10299,Jack Kruschen,1
10300,Deryck Barnes,1
10301,Sandy Harbutt,1
10302,Lex Mitchell,1
10303,Jack Colvin,2
10304,Georges Géret,1
10305,Romy Schneider,1
10306,Jean Bouise,1
10307,Joachim Hansen,1
10308,Jean Carmet,3
10309,Jacques Dufilho,1
10310,Catherine Rouvel,1
10311,Jacques Spiesser,1
10312,Charles McCallum,1
10313,John Frawley,1
10314,Arthur Dignam,2
10315,Nick Tate,1
10316,Tony Lo Bianco,1
10317,Sylvia Sidney,2
10318,Josef Bierbichler,2
10319,Stefan Güttler,1
10320,Volker Prechtel,1
10321,Lino Capolicchio,1
10322,Francesca Marciano,1
10323,Gianni Cavina,1
10324,Giulio Pizzirani,1
10325,Jorge Rivero,1
10326,Rita Moreno,1
10327,Kaye Ballard,1
10328,Gabriele Tinti,1
10329,Ely Galleani,1
10330,Clyde Kusatsu,3
10331,Antoine Monnier,1
10332,Tina Irissari,1
10333,Henri de Maublanc,1
10334,Laetitia Carcano,1
10335,Tisa Farrow,2
10336,Michael Brandon,2
10337,George Hilton,1
10338,Edwige Fenech,1
10339,Julián Ugarte,1
10340,Kathryn Harrold,3
10341,Keith McKeon,1
10342,Mauro Mendonça,1
10343,Dinorah Brillanti,1
10344,Marc Porel,2
10345,Gianni Garko,2
10346,Robert Morley,1
10347,Lilli Carati,1
10348,Vincenzo Crocitti,1
10349,Dick Haynes,1
10350,Matthew Tobin,1
10351,Derrick O'Connor,1
10352,Gary Holton,1
10353,Richard Thomas,5
10354,Peter Clark,1
10355,Ruggero Raimondi,1
10356,John Macurdy,1
10357,Edda Moser,1
10358,Kiri Te Kanawa,1
10359,Robert Conrad,2
10360,Jeffrey Byron,1
10361,Barbara Williams,1
10362,Ray Barrett,3
10363,Clare Binney,1
10364,Pat Bishop,1
10365,John Scott Clough,1
10366,Don Franklin,1
10367,Tamara Mark,1
10368,Tracy Silver,1
10369,Joe Colligan,1
10370,Noelle North,1
10371,Anthony De Longis,1
10372,Lori-Nan Engler,1
10373,Merritt Butrick,1
10374,Susanna Hoffs,1
10375,John Terlesky,1
10376,Benji,2
10377,Frank Inn,1
10378,Red Steagall,1
10379,Nancy Francis,1
10380,Whip Hubley,2
10381,Peter Billingsley,1
10382,Stefan DeSalle,1
10383,Colin Mothupi,1
10384,Timothy Landfield,1
10385,Nigel Havers,4
10386,Gerry Lopez,1
10387,Brian Wimmer,1
10388,Cassy Friel,1
10389,Arnetia Walker,1
10390,James Read,1
10391,Jason Priestley,1
10392,Gabriel Olds,1
10393,Saul Williams,1
10394,Sonja Sohn,1
10395,Bonz Malone,1
10396,Lawrence Wilson,1
10397,Jeremy James Kissner,1
10398,Thomas McHugh,1
10399,Fred Newman,1
10400,Chris Phillips,2
10401,Constance Shulman,1
10402,Maria del Mar,2
10403,Allison Balson,1
10404,Wendy Lyon,1
10405,Louis Ferreira,1
10406,Lisa Schrage,1
10407,Donald Grant,1
10408,Denise DuBarry,1
10409,Howard Duff,1
10410,Mike Bishop,1
10411,Chris DeRose,1
10412,Kevin Mackey,1
10413,Steven Finch,1
10414,Richard Garnett,1
10415,Adam West,1
10416,Jon Mikl Thor,1
10417,Manuska Rigaud,1
10418,Bruce Lyons,1
10419,Hamish Gough,1
10420,Marshall Napier,1
10421,Freda Dowie,1
10422,Angela Walsh,1
10423,Dean Williams,1
10424,Mark Morales,1
10425,Darren Robinson,1
10426,Damon Wimbley,1
10427,Anthony Geary,1
10428,Ben Masters,1
10429,Andras Jones,1
10430,Linnea Quigley,1
10431,Robin Stille,2
10432,Steven Hill,1
10433,Rick Burks,1
10434,Carl Crew,1
10435,Roger Dauer,1
10436,LaNette La France,1
10437,Leonard Rossiter,2
10438,Jean-Paul Belmondo,3
10439,Guy Marchand,1
10440,Jean-Pierre Marielle,1
10441,Tab Hunter,1
10442,Stéphane Audran,4
10443,Marianne Morris,1
10444,Anulka Dziubinska,1
10445,Murray Brown,1
10446,Sterling Hayden,3
10447,Robin Askwith,1
10448,Anthony Booth,1
10449,Sheila White,1
10450,Dandy Nichols,1
10451,John Daniels,1
10452,Tanya Boyd,1
10453,Joseph Carlo,1
10454,Skip E. Lowe,1
10455,Michel-René Labelle,1
10456,Gilbert Beaumont,1
10457,Jean-Guy Latour,1
10458,Ottavia Piccolo,1
10459,Enzo Cerusico,1
10460,Moustache,1
10461,John Inman,1
10462,Mollie Sugden,1
10463,Frank Thornton,1
10464,Trevor Bannister,1
10465,Bert Kramer,1
10466,Jeff Cooper,1
10467,Linda Hayden,1
10468,Fiona Richmond,1
10469,Patsy Smart,1
10470,Eileen Heckart,3
10471,Catherine Spaak,1
10472,Bibi Andersson,2
10473,Ian Carmichael,2
10474,Diana Dors,1
10475,Karine Gambier,1
10476,Howard Vernon,1
10477,Susan Hemingway,1
10478,Aida Gouveia,1
10479,Joan Collins,4
10480,Oliver Tobias,1
10481,Sue Lloyd,1
10482,Mark Burns,1
10483,Jill Eikenberry,2
10484,E.G. Marshall,1
10485,Lucretia Love,1
10486,Paul Muller,2
10487,Chesty Morgan,1
10488,Richard Towers,1
10489,Saul Meth,1
10490,Carla Romanelli,1
10491,Sue Lyon,1
10492,Kirk Scott,1
10493,Simon Ward,4
10494,Zalman King,2
10495,Deborah Winters,1
10496,Mark Goddard,1
10497,Robert Walden,1
10498,John Hargreaves,3
10499,Briony Behets,1
10500,Mike McEwen,1
10501,Roy Day,1
10502,Laurence Harvey,1
10503,Robert Lang,1
10504,Gloria Hendry,2
10505,Art Lund,1
10506,Nancy Olson,1
10507,Frank Kress,1
10508,Amy Farrell,1
10509,Hedda Lubin,1
10510,Henny Youngman,1
10511,Robert Stephens,4
10512,Lynn Carlin,2
10513,Richard Backus,1
10514,Henderson Forsythe,2
10515,Suzy Kendall,1
10516,Dolph Sweet,1
10517,Patty Dunning,1
10518,Mike Niday,1
10519,Colleen Niday,1
10520,Maryann Rachford,1
10521,Binnie Barnes,1
10522,Don Jaime de Mora y Aragón,1
10523,Emiliano Redondo,1
